sentence1,label
"রেস্টুরেন্ট খারাপভাবে আলোড়িত, কর্মীরা খুব মনোযোগী ছিল না,সেবা দরিদ্র ছিল,এবং আমাদের এই যুগ্মের চেয়ে খাওয়া হবে ম্যাকডোনাল্ডে ।",negative
সামুদ্রিক গর্জনের চেষ্টা করুন,positive
জায়গার ইতালিয়ান খাবারটা ভাল,positive
ফিরে আসবে না,negative
এটা দেখতে পার.,positive
আমি পাশাপাশি বাস করি এবং আমার বন্ধুরা এখানে কেবল বার দৃশ্যের জন্য আমারসাথে দেখা করবেনা তারা বিকাল তিন টায় পিজা প্লেয়ার এ যাওয়ার প্রতিশ্রুতি আমাকে দিয়েছে।,positive
"চিকেন পাত্র পাই ব্যতিক্রমী, cheeseburger বিশাল এবং উপভোগ্য, এবং সেবা পেশাদারী গরম গরম পরিবেশনা ।",positive
আমরা একটি টুনা দ্রবীভূত করার আদেশ দিয়েছিলাম - এটি এমন একটি পনির দিয়ে এসেছিল যার ফলে এটি একটি টুনা স্যান্ডউইচ তৈরি করেছিল।,negative
"আমার GF এবং আমি খেতে পছন্দ করি বিভিন্ন ককটেল, ঠান্ডা সাজসরঞ্জাম, এবং শালীন সুশি ।",positive
একমাত্র সমস্যা হল ম্যানেজার সম্পূর্ণ অসম্পূর্ণ।,negative
"খাদ্য নয়, পরিবেশে নয়, সেবা নয়, পূর্ববর্তী পর্যালোচনাগুলির সাথে আমি একমত যে অপেক্ষা করতে করতে , অপেক্ষামান কর্মীরা খুব অবাধ্য এবং আপনি যখন পারবেন তখন তারা আপনাকে সঠিকভাবে খুঁজে পেতে চায়।",negative
